Chromosome	TADborder	p53_inactive	p53_active_1h	p53_active_4h	p53_active_7h	p53_active_10h	p53_active_24h	individual_TADstate.p53_inactive	individual_TADstate.p53_active_1h	individual_TADstate.p53_active_4h	individual_TADstate.p53_active_7h	individual_TADstate.p53_active_10h	individual_TADstate.p53_active_24h	Category_tads
1598	chr18	 44550000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1599	chr11	 44600000	10	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
1600	chr2	 44600000	10	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
1601	chr20	 44618750	 0	 4	 6	 7	 4	 0	NoTAD	NoTAD	TAD	TAD	NoTAD	NoTAD	NoTAD-NoTAD-TAD-TAD-NoTAD-NoTAD
1602	chr21	 44687500	 0	 9	10	 0	10	 8	NoTAD	TAD	TAD	NoTAD	TAD	TAD	NoTAD-TAD-TAD-NoTAD-TAD-TAD
1603	chr4	 44700000	10	 0	 0	 0	10	10	TAD	NoTAD	NoTAD	NoTAD	TAD	TAD	TAD-NoTAD-NoTAD-NoTAD-TAD-TAD
1604	chr20	 44750000	 8	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
1605	chrX	 44762500	 5	 5	 0	 0	 7	 0	TAD	TAD	NoTAD	NoTAD	TAD	NoTAD	TAD-TAD-NoTAD-NoTAD-TAD-NoTAD
1606	chr5	 44800000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1607	chr17	 44800000	10	 0	 0	 0	 8	 0	TAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-TAD-NoTAD
1608	chr15	 44850000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1609	chr2	 44850000	10	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
1610	chr20	 44900000	 0	 0	 0	 0	 0	 4	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
1611	chr11	 44950000	10	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
1612	chr21	 44950000	 8	 9	10	 0	 0	 0	TAD	TAD	TAD	NoTAD	NoTAD	NoTAD	TAD-TAD-TAD-NoTAD-NoTAD-NoTAD
1613	chr7	 44950000	 0	 0	 0	 0	 0	10	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD
1614	chrX	 45000000	 0	10	10	10	10	 5	NoTAD	TAD	TAD	TAD	TAD	TAD	NoTAD-TAD-TAD-TAD-TAD-TAD
1615	chr3	 45014062	10	10	 9	10	 9	 7	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1616	chr17	 45025000	 9	 0	 0	 0	 6	 5	TAD	NoTAD	NoTAD	NoTAD	TAD	TAD	TAD-NoTAD-NoTAD-NoTAD-TAD-TAD
1617	chr22	 45050000	 5	 7	10	 8	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1618	chr19	 45050000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1619	chr13	 45050000	10	 0	10	 0	 0	 0	TAD	NoTAD	TAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-TAD-NoTAD-NoTAD-NoTAD
1620	chr20	 45096875	 7	 5	 7	10	 9	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
1621	chr15	 45100000	10	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
1622	chr21	 45150000	 0	 0	 0	 6	 7	 0	NoTAD	NoTAD	NoTAD	TAD	TAD	NoTAD	NoTAD-NoTAD-NoTAD-TAD-TAD-NoTAD
1623	chr2	 45200000	10	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
1624	chr7	 45200000	10	10	10	10	10	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
1625	chr1	 45200000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1626	chrX	 45250000	 8	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
1627	chr18	 45300000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1628	chr21	 45300000	 5	 6	 5	 0	 0	 6	TAD	TAD	TAD	NoTAD	NoTAD	TAD	TAD-TAD-TAD-NoTAD-NoTAD-TAD
1629	chr14	 45350000	10	10	10	10	10	 6	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1630	chr20	 45350000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1631	chr11	 45400000	10	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
1632	chr22	 45425000	 8	 5	 0	 0	10	 0	TAD	TAD	NoTAD	NoTAD	TAD	NoTAD	TAD-TAD-NoTAD-NoTAD-TAD-NoTAD
1633	chr10	 45437500	 5	10	 9	 9	 7	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1634	chr12	 45500000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1635	chr18	 45550000	10	 6	 9	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1636	chr13	 45595312	 7	10	 8	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1637	chr21	 45600000	10	 7	 7	 6	 5	 5	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1638	chr3	 45650000	10	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
1639	chr17	 45700000	 0	 0	 0	 0	 0	10	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD
1640	chr22	 45700000	 6	 0	 0	 0	 7	 0	TAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-TAD-NoTAD
1641	chr14	 45750000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1642	chr11	 45793750	 6	 9	10	10	 0	 9	TAD	TAD	TAD	TAD	NoTAD	TAD	TAD-TAD-TAD-TAD-NoTAD-TAD
1643	chr20	 45800000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1644	chr5	 45800000	10	10	10	10	10	 6	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1645	chr10	 45800000	 0	 0	 0	 0	10	 5	NoTAD	NoTAD	NoTAD	NoTAD	TAD	TAD	NoTAD-NoTAD-NoTAD-NoTAD-TAD-TAD
1646	chr2	 45842187	10	 5	 7	 6	 9	 7	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1647	chr21	 45850000	10	 5	 5	 5	 5	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
1648	chr17	 45853125	 9	 9	10	 7	 4	 0	TAD	TAD	TAD	TAD	NoTAD	NoTAD	TAD-TAD-TAD-TAD-NoTAD-NoTAD
1649	chr19	 45875000	 0	 4	 3	 0	 6	 0	NoTAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD	NoTAD-NoTAD-NoTAD-NoTAD-TAD-NoTAD
1650	chr7	 45900000	10	10	10	10	10	 6	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1651	chr13	 45910937	10	10	10	10	 8	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1652	chr15	 45925000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1653	chr22	 45950000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1654	chr6	 45950000	 8	10	 9	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1655	chr3	 45975000	10	 0	 0	 0	 0	 6	TAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD
1656	chr18	 46000000	10	 0	 0	10	10	10	TAD	NoTAD	NoTAD	TAD	TAD	TAD	TAD-NoTAD-NoTAD-TAD-TAD-TAD
1657	chrX	 46000000	 8	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
1658	chr1	 46000000	 0	 0	 0	 0	 0	10	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD
1659	chr19	 46100000	 4	 0	 0	 0	 0	 0	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
1660	chr10	 46100000	 4	 7	 9	 9	 9	 4	NoTAD	TAD	TAD	TAD	TAD	NoTAD	NoTAD-TAD-TAD-TAD-TAD-NoTAD
1661	chr17	 46103125	 9	 9	10	 7	 9	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1662	chr13	 46150000	 5	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
1663	chr18	 46175000	 0	 7	 8	 0	 0	 0	NoTAD	TAD	TAD	NoTAD	NoTAD	NoTAD	NoTAD-TAD-TAD-NoTAD-NoTAD-NoTAD
1664	chr2	 46200000	10	 7	10	 0	10	 7	TAD	TAD	TAD	NoTAD	TAD	TAD	TAD-TAD-TAD-NoTAD-TAD-TAD
1665	chr20	 46287500	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1666	chr22	 46300000	 9	 5	 6	 6	 7	 6	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1667	chr19	 46300000	 0	 0	 0	 3	 0	 0	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
1668	chr21	 46300000	 0	 5	 6	 6	 0	 0	NoTAD	TAD	TAD	TAD	NoTAD	NoTAD	NoTAD-TAD-TAD-TAD-NoTAD-NoTAD
1669	chr10	 46300000	 7	10	10	10	 9	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
1670	chr12	 46375000	10	10	10	10	10	 7	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1671	chr5	 46385937	10	 9	10	10	10	 7	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1672	chrX	 46400000	 6	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1673	chr11	 46400000	 6	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
1674	chr21	 46425000	 4	 0	 0	 0	 7	10	NoTAD	NoTAD	NoTAD	NoTAD	TAD	TAD	NoTAD-NoTAD-NoTAD-NoTAD-TAD-TAD
1675	chr3	 46475000	 5	 7	 8	 7	 7	 9	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1676	chr19	 46534375	 7	 8	 8	 3	 8	 0	TAD	TAD	TAD	NoTAD	TAD	NoTAD	TAD-TAD-TAD-NoTAD-TAD-NoTAD
1677	chr11	 46650000	 6	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
1678	chr21	 46650000	 4	 5	 4	 0	 0	 0	NoTAD	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD-TAD-NoTAD-NoTAD-NoTAD-NoTAD
1679	chr16	 46673437	 7	 7	 7	 8	 7	 8	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1680	chr2	 46700000	10	 7	10	 0	10	 7	TAD	TAD	TAD	NoTAD	TAD	TAD	TAD-TAD-TAD-NoTAD-TAD-TAD
1681	chr1	 46700000	10	 0	 6	 0	 8	10	TAD	NoTAD	TAD	NoTAD	TAD	TAD	TAD-NoTAD-TAD-NoTAD-TAD-TAD
1682	chr17	 46750000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1683	chr22	 46750000	10	10	 4	10	 0	 0	TAD	TAD	NoTAD	TAD	NoTAD	NoTAD	TAD-TAD-NoTAD-TAD-NoTAD-NoTAD
1684	chr19	 46800000	 7	 6	 6	 5	10	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
1685	chr21	 46812500	 0	 0	 4	 8	 5	 0	NoTAD	NoTAD	NoTAD	TAD	TAD	NoTAD	NoTAD-NoTAD-NoTAD-TAD-TAD-NoTAD
1686	chr1	 46850000	 0	10	 0	10	 0	 0	NoTAD	TAD	NoTAD	TAD	NoTAD	NoTAD	NoTAD-TAD-NoTAD-TAD-NoTAD-NoTAD
1687	chr11	 46900000	 6	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
1688	chr3	 46900000	 0	 0	 0	 0	 0	 8	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD
1689	chr19	 46950000	 0	 0	 0	 0	 0	 5	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD
1690	chr22	 46950000	 0	 0	 0	 0	10	 7	NoTAD	NoTAD	NoTAD	NoTAD	TAD	TAD	NoTAD-NoTAD-NoTAD-NoTAD-TAD-TAD
1691	chr8	 46950000	 0	 8	10	10	 0	 6	NoTAD	TAD	TAD	TAD	NoTAD	TAD	NoTAD-TAD-TAD-TAD-NoTAD-TAD
1692	chr16	 47000000	10	10	10	10	10	 8	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1693	chr21	 47000000	 4	 4	 0	 0	 0	 0	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
1694	chr18	 47000000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1695	chrX	 47000000	 9	10	 7	 8	10	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
1696	chr13	 47040625	10	 7	 9	 5	10	 7	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1697	chr6	 47050000	10	 7	 6	 8	 9	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1698	chr19	 47100000	 6	 8	 6	 6	 5	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
1699	chr20	 47100000	 0	 0	 0	 0	 0	 4	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
1700	chr22	 47112500	 7	 7	10	 9	 0	 0	TAD	TAD	TAD	TAD	NoTAD	NoTAD	TAD-TAD-TAD-TAD-NoTAD-NoTAD
1701	chr2	 47150000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1702	chr17	 47150000	10	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
1703	chr11	 47200000	10	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
1704	chr1	 47200000	10	 0	 7	 0	10	10	TAD	NoTAD	TAD	NoTAD	TAD	TAD	TAD-NoTAD-TAD-NoTAD-TAD-TAD
1705	chr20	 47250000	10	10	10	10	10	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
1706	chr9	 47250000	10	 0	 0	 0	10	 0	TAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-TAD-NoTAD
1707	chr7	 47275000	 9	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1708	chr6	 47300000	10	 6	 5	 7	 9	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1709	chr21	 47335937	 8	 5	 8	 8	 6	 5	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1710	chr10	 47368750	 7	 6	 6	 8	 8	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
1711	chr13	 47400000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1712	chr18	 47400000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1713	chrX	 47400000	 0	 5	 0	 0	 0	 3	NoTAD	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD-TAD-NoTAD-NoTAD-NoTAD-NoTAD
1714	chr19	 47400000	 8	 0	 0	 0	 2	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
1715	chr4	 47425000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1716	chr3	 47479687	 9	 4	 6	10	10	10	TAD	NoTAD	TAD	TAD	TAD	TAD	TAD-NoTAD-TAD-TAD-TAD-TAD
1717	chrX	 47506250	 2	 0	 4	 6	 5	 0	NoTAD	NoTAD	NoTAD	TAD	TAD	NoTAD	NoTAD-NoTAD-NoTAD-TAD-TAD-NoTAD
1718	chr22	 47525000	 5	 0	 0	 3	 0	10	TAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD
1719	chr6	 47550000	 0	 6	 0	 5	 7	 8	NoTAD	TAD	NoTAD	TAD	TAD	TAD	NoTAD-TAD-NoTAD-TAD-TAD-TAD
1720	chr2	 47578125	10	 5	 7	 6	10	 7	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1721	chr20	 47631250	 9	 8	 6	 5	 7	 4	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
1722	chr18	 47650000	 0	 0	 0	 0	 0	 6	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD
1723	chr1	 47650000	10	 0	 7	 0	10	10	TAD	NoTAD	TAD	NoTAD	TAD	TAD	TAD-NoTAD-TAD-NoTAD-TAD-TAD
1724	chr6	 47675000	10	 0	 9	 0	 0	 0	TAD	NoTAD	TAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-TAD-NoTAD-NoTAD-NoTAD
1725	chr22	 47725000	 3	 0	 0	 0	 5	 0	NoTAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD	NoTAD-NoTAD-NoTAD-NoTAD-TAD-NoTAD
1726	chr19	 47737500	 6	 5	 6	 5	 7	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
1727	chr10	 47750000	 4	 0	 0	 0	 0	 0	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
1728	chr4	 47800000	 0	 0	 0	 0	 0	 4	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
1729	chr21	 47800000	 8	 5	 5	 0	 9	 0	TAD	TAD	TAD	NoTAD	TAD	NoTAD	TAD-TAD-TAD-NoTAD-TAD-NoTAD
1730	chr8	 47850000	10	10	 8	 6	 8	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1731	chr3	 47850000	10	 7	 0	 0	10	 0	TAD	TAD	NoTAD	NoTAD	TAD	NoTAD	TAD-TAD-NoTAD-NoTAD-TAD-NoTAD
1732	chr22	 47881250	 3	10	10	10	 0	 7	NoTAD	TAD	TAD	TAD	NoTAD	TAD	NoTAD-TAD-TAD-TAD-NoTAD-TAD
1733	chr1	 47900000	10	 0	 7	 0	 6	 0	TAD	NoTAD	TAD	NoTAD	TAD	NoTAD	TAD-NoTAD-TAD-NoTAD-TAD-NoTAD
1734	chr11	 47900000	10	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
1735	chr20	 47900000	 8	10	10	10	10	 9	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1736	chr7	 47925000	10	10	10	10	10	 5	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1737	chrX	 47928125	 6	 7	 3	 8	 7	 0	TAD	TAD	NoTAD	TAD	TAD	NoTAD	TAD-TAD-NoTAD-TAD-TAD-NoTAD
1738	chr18	 47962500	10	 6	 8	 6	 6	 8	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1739	chr2	 48000000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1740	chr3	 48100000	 0	 0	 0	 0	 0	 8	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD
1741	chr12	 48100000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1742	chr8	 48100000	 8	 9	 9	10	10	 9	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1743	chr22	 48100000	 0	 0	 0	 0	 2	 0	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
1744	chr4	 48101562	 9	10	10	10	 9	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1745	chr11	 48162500	 7	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1746	chr20	 48189062	 9	 9	10	 9	 7	 6	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1747	chr1	 48200000	10	 0	 7	 0	10	10	TAD	NoTAD	TAD	NoTAD	TAD	TAD	TAD-NoTAD-TAD-NoTAD-TAD-TAD
1748	chr7	 48200000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1749	chr19	 48212500	10	 7	 6	 9	 7	 8	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1750	chr3	 48221875	 7	10	10	10	 8	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
1751	chrX	 48250000	 4	 0	 0	 0	 4	 0	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
1752	chr16	 48250000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1753	chr18	 48350000	10	 9	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1754	chr22	 48350000	 0	 0	 0	 0	 5	 0	NoTAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD	NoTAD-NoTAD-NoTAD-NoTAD-TAD-NoTAD
1755	chr13	 48381250	 9	 7	10	 7	 9	 7	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
1756	chrX	 48400000	 0	 4	 4	 6	 0	 0	NoTAD	NoTAD	NoTAD	TAD	NoTAD	NoTAD	NoTAD-NoTAD-NoTAD-TAD-NoTAD-NoTAD
1757	chr10	 48400000	 0	 6	 9	 9	 6	 0	NoTAD	TAD	TAD	TAD	TAD	NoTAD	NoTAD-TAD-TAD-TAD-TAD-NoTAD
1758	chr4	 48450000	 7	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
1759	chr17	 48500000	 0	 0	 0	10	 8	 0	NoTAD	NoTAD	NoTAD	TAD	TAD	NoTAD	NoTAD-NoTAD-NoTAD-TAD-TAD-NoTAD
1760	chr1	 48521875	10	10	 7	10	 5	 7	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
